team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner,points_per_match_last_10,goal_difference_avg,performance_index,value_per_cap,dominance_score,shot_quality,defensive_solidity,rank_tier,log_market_value,conf_AFC,conf_CAF,conf_CONCACAF,conf_CONMEBOL,conf_OFC,conf_UEFA,rank_Developing,rank_Elite,rank_Mid,rank_Strong
Cameroon,CMR,CAF,40,1541.2,4,6,0,0.448,0.57,1.33,1,9.8,0.302,70.5,0,356.0,20,5,6.8,48.5,73.0,0,10.2,0.35,0,1.2,-0.7600000000000001,52.955,17.8,60.75,2.9596,0.1,Developing,5.877735781779639,False,True,False,False,False,False,True,False,False,False
Switzerland,SUI,UEFA,23,1634.7,6,2,2,0.462,1.22,1.26,1,13.3,0.336,75.1,3,413.0,43,9,5.8,53.2,76.0,0,8.4,0.54,0,2.0,-0.040000000000000036,51.20499999999999,9.604651162790697,64.6,4.468800000000001,0.1,Mid,6.025865973825314,False,False,False,False,False,True,False,False,True,False
Netherlands,NED,UEFA,10,1756.3,6,2,2,0.628,1.55,0.73,5,16.5,0.477,85.3,3,779.0,35,16,8.5,55.7,85.3,0,6.3,0.47,1,2.0,0.8200000000000001,65.88499999999999,22.257142857142856,70.5,7.8705,0.5,Elite,6.659293919683638,False,False,False,False,False,True,False,True,False,False
Portugal,POR,UEFA,10,1751.4,5,3,2,0.593,2.09,1.02,5,12.9,0.438,79.4,2,534.0,43,18,6.5,53.9,84.2,0,8.9,0.46,0,1.7,1.0699999999999998,56.47,12.418604651162791,69.05,5.6502,0.5,Elite,6.282266746896006,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,16,1585.7,6,2,2,0.442,1.64,1.45,3,10.8,0.335,78.3,3,369.0,41,8,5.6,47.3,80.6,0,8.0,0.52,0,2.0,0.18999999999999995,51.425,9.0,63.949999999999996,3.6180000000000003,0.3,Strong,5.91350300563827,False,False,False,False,False,True,False,False,False,True
Tunisia,TUN,CAF,36,1586.4,3,4,3,0.266,0.96,2.09,0,10.7,0.25,70.5,0,285.0,32,5,3.4,43.6,78.9,0,9.0,0.43,0,1.2,-1.13,39.235,8.90625,61.25,2.675,0.0,Developing,5.655991810819852,False,True,False,False,False,False,True,False,False,False
South Korea,KOR,AFC,21,1660.7,4,3,3,0.518,1.1,0.8,4,9.3,0.35,75.5,0,315.0,41,6,4.7,53.2,82.1,0,11.4,0.63,1,1.5,0.30000000000000004,48.055,7.682926829268292,67.65,3.255,0.4,Mid,5.755742213586912,True,False,False,False,False,False,False,False,True,False
Poland,POL,UEFA,28,1596.7,4,3,3,0.445,1.59,1.02,4,12.6,0.308,80.7,2,493.0,45,7,2.8,45.4,76.3,0,5.5,0.46,1,1.5,0.5700000000000001,42.495,10.955555555555556,60.849999999999994,3.8808,0.4,Mid,6.202535517187923,False,False,False,False,False,True,False,False,True,False
Netherlands,NED,UEFA,7,1769.2,8,2,0,0.604,2.0,0.68,2,16.9,0.355,81.0,4,596.0,52,18,6.5,51.1,82.7,0,8.4,0.5,0,2.4,1.3199999999999998,57.13999999999999,11.461538461538462,66.9,5.999499999999999,0.2,Elite,6.391917113392602,False,False,False,False,False,True,False,True,False,False
France,FRA,UEFA,7,1860.1,6,1,3,0.772,2.16,0.53,5,14.9,0.474,85.8,5,1089.0,49,15,7.2,63.5,93.3,0,5.7,0.6,1,2.1,1.6300000000000001,62.949999999999996,22.224489795918366,78.4,7.0626,0.5,Elite,6.993932975223189,False,False,False,False,False,True,False,True,False,False
Belgium,BEL,UEFA,5,1766.4,5,1,4,0.635,1.44,0.71,2,14.0,0.442,80.6,4,554.0,51,5,8.2,61.4,90.0,0,7.0,0.68,0,1.9,0.73,63.26,10.862745098039216,75.7,6.188,0.2,Elite,6.318968113746434,False,False,False,False,False,True,False,True,False,False
Netherlands,NED,UEFA,17,1784.8,5,2,3,0.713,1.8,1.15,4,13.8,0.437,83.4,2,454.0,55,14,6.5,59.4,88.2,0,5.5,0.5,1,1.8,0.6500000000000001,59.07,8.254545454545454,73.8,6.030600000000001,0.4,Strong,6.12029741895095,False,False,False,False,False,True,False,False,False,True
Italy,ITA,UEFA,14,1723.9,8,3,0,0.651,1.93,0.64,4,13.9,0.451,83.2,2,578.0,37,7,8.0,58.5,88.9,0,7.8,0.51,1,2.1818181818181817,1.29,63.629999999999995,15.621621621621621,73.7,6.2689,0.4,Strong,6.361302477572996,False,False,False,False,False,True,False,False,False,True
South Korea,KOR,AFC,15,1523.5,3,5,2,0.501,1.02,1.45,1,9.5,0.416,75.4,3,359.0,45,4,5.5,55.6,83.9,0,11.9,0.47,1,1.1,-0.42999999999999994,50.65,7.977777777777778,69.75,3.952,0.1,Strong,5.886104031450156,True,False,False,False,False,False,False,False,False,True
England,ENG,UEFA,4,1809.1,8,1,1,0.838,1.85,0.7,3,19.1,0.416,86.1,3,978.0,56,11,9.4,62.9,88.4,0,5.4,0.6,1,2.5,1.1500000000000001,71.41499999999999,17.464285714285715,75.65,7.945600000000001,0.3,Elite,6.88653164253051,False,False,False,False,False,True,False,True,False,False
Portugal,POR,UEFA,17,1766.2,8,2,0,0.674,2.2,1.19,3,16.6,0.39,82.1,4,490.0,38,17,5.3,51.0,86.0,0,7.1,0.66,1,2.4,1.0100000000000002,54.025,12.894736842105264,68.5,6.474000000000001,0.3,Strong,6.19644412779452,False,False,False,False,False,True,False,False,False,True
Ecuador,ECU,CONMEBOL,28,1608.8,4,4,2,0.462,1.36,1.21,3,13.0,0.359,76.1,1,392.0,32,7,6.5,47.5,81.5,0,4.8,0.77,1,1.4,0.15000000000000013,54.004999999999995,12.25,64.5,4.667,0.3,Mid,5.973809611869261,False,False,False,True,False,False,False,False,True,False
Canada,CAN,CONCACAF,34,1416.3,4,5,1,0.379,0.98,1.52,0,8.1,0.235,76.5,0,304.0,33,4,5.0,43.7,77.8,1,1.6,0.75,1,1.3,-0.54,48.065,9.212121212121213,60.75,1.9034999999999997,0.0,Mid,5.720311776607412,False,False,True,False,False,False,False,False,True,False
France,FRA,UEFA,2,1980.6,7,2,1,0.662,2.73,0.53,5,16.1,0.439,86.8,3,1137.0,40,12,9.1,62.2,88.2,0,7.1,0.6,1,2.2,2.2,68.85,28.425,75.2,7.067900000000001,0.5,Elite,7.037027614686276,False,False,False,False,False,True,False,True,False,False
Colombia,COL,CONMEBOL,14,1814.3,6,3,1,0.574,1.71,0.85,2,15.3,0.446,82.1,3,804.0,38,16,7.6,53.0,85.6,0,5.2,0.65,1,1.9,0.86,61.074999999999996,21.157894736842106,69.3,6.8238,0.2,Strong,6.690842277418564,False,False,False,True,False,False,False,False,False,True
Morocco,MAR,CAF,17,1645.3,5,5,0,0.435,1.42,1.38,4,13.6,0.384,75.8,2,426.0,41,12,5.5,47.4,76.4,0,10.5,0.45,1,1.5,0.040000000000000036,50.13,10.390243902439025,61.900000000000006,5.2224,0.4,Strong,6.056784013228625,False,True,False,False,False,False,False,False,False,True
Colombia,COL,CONMEBOL,10,1822.8,7,3,0,0.696,1.82,0.72,5,14.0,0.474,83.9,4,716.0,51,16,7.6,50.4,84.7,0,4.4,0.73,1,2.1,1.1,62.925,14.03921568627451,67.55,6.635999999999999,0.5,Elite,6.57507584059962,False,False,False,True,False,False,False,True,False,False
Germany,DEU,UEFA,17,1820.1,6,2,2,0.715,2.11,0.76,2,15.6,0.398,84.0,2,605.0,49,20,6.0,50.3,86.5,0,8.2,0.75,0,2.0,1.3499999999999999,57.55,12.346938775510203,68.4,6.2088,0.2,Strong,6.406879986069314,False,False,False,False,False,True,False,False,False,True
Mexico,MEX,CONCACAF,16,1581.9,3,4,3,0.418,1.6,1.37,1,12.3,0.327,74.6,3,403.0,41,7,6.7,49.1,78.0,1,1.8,0.8,0,1.2,0.22999999999999998,53.739999999999995,9.829268292682928,63.55,4.0221,0.1,Strong,6.0014148779611505,False,False,True,False,False,False,False,False,False,True
Peru,PER,CONMEBOL,50,1488.0,1,7,2,0.34,0.86,1.85,0,9.7,0.323,73.3,2,285.0,33,8,4.5,48.3,79.9,0,5.1,0.77,0,0.5,-0.9900000000000001,44.805,8.636363636363637,64.1,3.1330999999999998,0.0,Developing,5.655991810819852,False,False,False,True,False,False,True,False,False,False
Australia,AUS,AFC,26,1590.2,5,4,1,0.458,1.46,1.25,2,13.3,0.414,77.0,1,495.0,40,15,5.3,53.2,78.7,0,11.8,0.31,0,1.6,0.20999999999999996,50.08,12.375,65.95,5.5062,0.2,Mid,6.206575926724928,True,False,False,False,False,False,False,False,True,False
Ecuador,ECU,CONMEBOL,33,1690.5,5,4,1,0.536,1.39,0.91,2,10.3,0.379,76.6,3,480.0,41,7,5.9,46.6,75.1,0,7.1,0.75,0,1.6,0.47999999999999987,52.81999999999999,11.707317073170731,60.849999999999994,3.9037,0.2,Mid,6.175867270105761,False,False,False,True,False,False,False,False,True,False
Wales,WAL,UEFA,46,1566.4,3,4,3,0.389,0.54,2.16,2,7.6,0.337,75.3,1,296.0,31,5,2.2,46.3,76.2,0,5.8,0.55,0,1.2,-1.62,37.945,9.548387096774194,61.25,2.5612,0.2,Developing,5.6937321388027,False,False,False,False,False,True,True,False,False,False
Tunisia,TUN,CAF,36,1406.2,3,6,1,0.358,0.96,1.58,2,6.5,0.313,72.0,0,334.0,26,4,4.2,41.3,78.4,0,8.3,0.4,0,1.0,-0.6200000000000001,43.48,12.846153846153847,59.85,2.0345,0.2,Developing,5.814130531825066,False,True,False,False,False,False,True,False,False,False
Uruguay,URU,CONMEBOL,18,1787.0,6,2,2,0.706,2.02,0.74,4,16.6,0.48,80.3,3,714.0,55,20,7.4,53.0,86.7,0,5.7,0.66,1,2.0,1.28,61.065,12.981818181818182,69.85,7.968,0.4,Strong,6.5722825426940075,False,False,False,True,False,False,False,False,False,True
Brazil,BRA,CONMEBOL,5,1965.2,7,0,3,0.738,2.6,0.77,7,17.8,0.428,86.6,5,931.0,61,25,9.0,55.3,90.9,0,5.4,0.72,0,2.4,1.83,69.19,15.262295081967213,73.1,7.6184,0.7,Elite,6.837332814685591,False,False,False,True,False,False,False,True,False,False
Croatia,CRO,UEFA,15,1715.0,6,2,2,0.715,2.19,0.95,4,13.6,0.474,79.2,4,808.0,39,18,6.3,53.6,84.4,0,7.9,0.72,1,2.0,1.24,56.919999999999995,20.71794871794872,69.0,6.4464,0.4,Strong,6.695798917058491,False,False,False,False,False,True,False,False,False,True
Cameroon,CMR,CAF,43,1512.7,4,6,0,0.417,0.85,1.24,2,9.8,0.23,71.0,1,374.0,20,8,2.8,40.5,70.5,0,9.5,0.32,0,1.2,-0.39,38.82,18.7,55.5,2.2540000000000004,0.2,Developing,5.926926025970411,False,True,False,False,False,False,True,False,False,False
Wales,WAL,UEFA,45,1408.5,4,6,0,0.409,0.75,1.61,1,8.2,0.248,73.8,1,316.0,28,4,3.0,49.5,74.7,0,8.2,0.67,0,1.2,-0.8600000000000001,40.42,11.285714285714286,62.1,2.0336,0.1,Developing,5.75890177387728,False,False,False,False,False,True,True,False,False,False
Ivory Coast,CIV,CAF,47,1491.0,1,6,3,0.393,1.19,1.21,0,6.1,0.319,74.4,2,221.0,28,6,4.9,41.4,77.3,0,7.7,0.42,0,0.6,-0.020000000000000018,47.12,7.892857142857143,59.349999999999994,1.9459,0.0,Developing,5.402677381872279,False,True,False,False,False,False,True,False,False,False
Mexico,MEX,CONCACAF,27,1587.7,6,5,0,0.544,1.56,1.15,3,13.7,0.317,75.2,2,467.0,34,3,6.9,49.4,75.2,1,0.8,0.9,1,1.6363636363636365,0.41000000000000014,55.91,13.735294117647058,62.3,4.3429,0.3,Mid,6.148468295917647,False,False,True,False,False,False,False,False,True,False
Cameroon,CMR,CAF,38,1474.4,3,6,1,0.222,0.95,1.45,0,10.6,0.351,71.7,1,278.0,26,4,3.6,47.4,72.3,0,7.8,0.38,0,1.0,-0.5,39.915,10.692307692307692,59.849999999999994,3.7205999999999997,0.0,Developing,5.631211781821365,False,True,False,False,False,False,True,False,False,False
Morocco,MAR,CAF,32,1576.9,3,5,2,0.564,1.69,1.08,3,12.1,0.337,80.9,2,486.0,44,9,6.3,52.6,80.5,0,7.6,0.39,1,1.1,0.6099999999999999,56.005,11.045454545454545,66.55,4.0777,0.3,Mid,6.18826412308259,False,True,False,False,False,False,False,False,True,False
Serbia,SRB,UEFA,20,1611.3,6,3,1,0.558,1.07,1.38,1,11.1,0.337,80.5,3,428.0,36,7,4.8,53.4,79.5,0,7.8,0.47,0,1.9,-0.30999999999999983,50.55499999999999,11.88888888888889,66.45,3.7407,0.1,Strong,6.061456918928017,False,False,False,False,False,True,False,False,False,True
Germany,DEU,UEFA,17,1735.6,8,1,1,0.572,2.17,0.98,5,14.5,0.471,85.2,2,490.0,53,9,8.4,55.3,88.3,0,8.6,0.57,1,2.5,1.19,64.94,9.245283018867925,71.8,6.8294999999999995,0.5,Strong,6.19644412779452,False,False,False,False,False,True,False,False,False,True
Germany,DEU,UEFA,12,1766.7,8,2,0,0.645,1.51,0.93,5,15.1,0.394,83.7,2,723.0,47,11,7.4,60.2,88.3,0,5.6,0.7,1,2.4,0.58,61.645,15.382978723404255,74.25,5.9494,0.5,Strong,6.584791392385716,False,False,False,False,False,True,False,False,False,True
Mexico,MEX,CONCACAF,28,1659.7,4,2,4,0.423,1.29,0.98,1,11.9,0.32,76.8,3,370.0,37,6,5.4,55.3,79.2,1,2.5,0.84,0,1.6,0.31000000000000005,50.01,10.0,67.25,3.8080000000000003,0.1,Mid,5.916202062607435,False,False,True,False,False,False,False,False,True,False
Brazil,BRA,CONMEBOL,1,1999.5,9,2,0,0.759,2.64,0.93,3,16.9,0.475,87.3,5,999.0,45,21,7.2,59.9,92.1,0,7.4,0.72,1,2.4545454545454546,1.71,63.345,22.2,76.0,8.027499999999998,0.3,Elite,6.907755278982137,False,False,False,True,False,False,False,True,False,False
Italy,ITA,UEFA,14,1710.6,7,3,0,0.584,1.48,0.67,2,12.6,0.401,85.0,3,669.0,38,11,7.9,55.8,84.2,0,7.0,0.73,0,2.1,0.8099999999999999,63.239999999999995,17.605263157894736,70.0,5.0526,0.2,Strong,6.507277712385012,False,False,False,False,False,True,False,False,False,True
Austria,AUT,UEFA,25,1667.4,3,4,3,0.572,1.58,0.89,3,10.7,0.34,74.9,3,380.0,28,13,4.8,45.0,76.0,0,8.0,0.53,1,1.2,0.6900000000000001,48.735,13.571428571428571,60.5,3.638,0.3,Mid,5.942799375126701,False,False,False,False,False,True,False,False,True,False
Colombia,COL,CONMEBOL,7,1812.8,6,1,3,0.706,1.94,1.09,5,14.5,0.353,81.5,2,706.0,49,19,6.7,50.5,86.8,0,5.9,0.77,1,2.1,0.8499999999999999,59.035,14.408163265306122,68.65,5.1185,0.5,Elite,6.561030665896573,False,False,False,True,False,False,False,True,False,False
Spain,ESP,UEFA,1,1934.2,7,2,1,0.727,2.64,0.97,4,18.2,0.534,84.7,4,784.0,42,10,9.7,58.1,94.7,0,5.1,0.69,1,2.2,1.6700000000000002,70.865,18.666666666666668,76.4,9.7188,0.4,Elite,6.665683717782408,False,False,False,False,False,True,False,True,False,False
Switzerland,SUI,UEFA,19,1680.2,3,5,2,0.41,1.08,0.85,3,10.4,0.356,77.2,2,334.0,40,9,4.4,52.7,83.6,0,7.8,0.68,0,1.1,0.2300000000000001,46.52,8.35,68.15,3.7024,0.3,Strong,5.814130531825066,False,False,False,False,False,True,False,False,False,True
England,ENG,UEFA,6,1839.3,8,2,0,0.755,2.48,0.57,3,16.2,0.487,83.5,4,1081.0,60,25,7.2,57.2,93.1,0,6.5,0.61,1,2.4,1.9100000000000001,61.974999999999994,18.016666666666666,75.15,7.889399999999999,0.3,Elite,6.9865664594064265,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,17,1626.3,6,2,2,0.415,1.02,1.42,3,10.2,0.409,74.3,2,302.0,41,5,5.6,47.4,77.4,0,7.0,0.53,1,2.0,-0.3999999999999999,49.754999999999995,7.365853658536586,62.400000000000006,4.171799999999999,0.3,Strong,5.713732805509369,False,False,False,False,False,True,False,False,False,True
Brazil,BRA,CONMEBOL,4,1941.5,6,0,4,0.827,1.84,0.5,5,19.6,0.535,83.6,5,948.0,61,17,8.0,56.9,94.5,0,8.0,0.64,1,2.2,1.34,65.52999999999999,15.540983606557377,75.7,10.486,0.5,Elite,6.855408798609928,False,False,False,True,False,False,False,True,False,False
Colombia,COL,CONMEBOL,18,1751.0,7,1,2,0.618,1.46,1.02,2,15.8,0.371,84.3,4,474.0,54,6,8.4,52.3,85.6,0,5.1,0.58,0,2.3,0.43999999999999995,65.08500000000001,8.777777777777779,68.94999999999999,5.861800000000001,0.2,Strong,6.163314804034641,False,False,False,True,False,False,False,False,False,True
Senegal,SEN,CAF,24,1637.2,3,2,5,0.586,1.32,1.34,1,10.5,0.418,79.7,1,299.0,39,4,4.2,54.8,75.4,0,8.7,0.48,0,1.4,-0.020000000000000018,48.455,7.666666666666667,65.1,4.389,0.1,Mid,5.703782474656201,False,True,False,False,False,False,False,False,True,False
Brazil,BRA,CONMEBOL,6,1964.6,7,1,2,0.753,1.87,0.89,5,15.5,0.465,86.1,2,1053.0,54,24,8.5,65.4,86.5,0,4.1,0.77,1,2.3,0.9800000000000001,67.41499999999999,19.5,75.95,7.2075000000000005,0.5,Elite,6.960347729101308,False,False,False,True,False,False,False,True,False,False
Sweden,SWE,UEFA,28,1657.3,6,5,0,0.419,1.51,1.32,4,11.1,0.377,79.7,1,451.0,43,9,5.8,49.9,75.7,0,7.7,0.75,1,1.6363636363636365,0.18999999999999995,52.385,10.488372093023257,62.8,4.1847,0.4,Mid,6.113682179832232,False,False,False,False,False,True,False,False,True,False
England,ENG,UEFA,6,1998.5,9,1,0,0.755,1.96,0.83,5,14.6,0.545,89.6,5,917.0,59,15,9.4,57.9,92.7,0,7.3,0.48,1,2.7,1.13,71.80999999999999,15.542372881355933,75.3,7.957000000000001,0.5,Elite,6.822197390620491,False,False,False,False,False,True,False,True,False,False
Switzerland,SUI,UEFA,25,1536.2,5,4,1,0.557,1.32,1.5,2,11.7,0.312,75.2,0,503.0,37,11,4.3,51.8,79.3,0,7.1,0.56,0,1.6,-0.17999999999999994,46.94,13.594594594594595,65.55,3.6504,0.2,Mid,6.222576268071369,False,False,False,False,False,True,False,False,True,False
France,FRA,UEFA,8,1843.3,9,2,0,0.802,2.36,0.47,6,18.8,0.441,87.4,3,707.0,52,8,9.4,56.7,85.2,0,7.5,0.64,1,2.4545454545454546,1.89,71.50999999999999,13.596153846153847,70.95,8.2908,0.6,Elite,6.56244409369372,False,False,False,False,False,True,False,True,False,False
Uruguay,URU,CONMEBOL,16,1677.8,5,3,2,0.574,1.5,1.02,5,12.8,0.35,84.0,4,833.0,54,8,6.8,57.7,83.5,0,5.8,0.57,1,1.7,0.48,58.940000000000005,15.425925925925926,70.6,4.4799999999999995,0.5,Strong,6.726233402358747,False,False,False,True,False,False,False,False,False,True
Germany,DEU,UEFA,8,1811.2,8,3,0,0.668,1.93,0.92,2,14.1,0.441,84.3,3,541.0,48,16,8.5,58.7,86.2,0,5.5,0.48,1,2.1818181818181817,1.0099999999999998,65.935,11.270833333333334,72.45,6.2181,0.2,Elite,6.295266001439646,False,False,False,False,False,True,False,True,False,False
Italy,ITA,UEFA,18,1826.3,6,1,3,0.627,1.66,1.11,4,13.2,0.44,83.0,4,626.0,50,9,7.9,55.0,84.8,0,5.4,0.49,0,2.1,0.5499999999999998,62.97,12.52,69.9,5.808,0.4,Strong,6.440946540632921,False,False,False,False,False,True,False,False,False,True
Tunisia,TUN,CAF,34,1434.7,3,4,3,0.337,1.08,2.19,0,6.1,0.236,75.9,2,352.0,19,10,5.3,45.1,79.7,0,10.4,0.34,1,1.2,-1.1099999999999999,48.485,18.526315789473685,62.400000000000006,1.4395999999999998,0.0,Mid,5.8664680569332965,False,True,False,False,False,False,False,False,True,False
Uruguay,URU,CONMEBOL,5,1729.9,5,1,4,0.605,1.71,0.97,4,14.2,0.402,79.2,2,773.0,42,19,7.1,51.3,85.9,0,5.1,0.59,1,1.9,0.74,58.61999999999999,18.404761904761905,68.6,5.7084,0.4,Elite,6.651571873589727,False,False,False,True,False,False,False,True,False,False
Cameroon,CMR,CAF,42,1592.0,1,5,4,0.208,1.27,2.19,1,10.7,0.264,74.6,2,322.0,15,10,3.9,49.3,78.7,0,8.8,0.54,1,0.7,-0.9199999999999999,41.839999999999996,21.466666666666665,64.0,2.8247999999999998,0.1,Developing,5.777652323222656,False,True,False,False,False,False,True,False,False,False
Jamaica,JAM,CONCACAF,38,1582.0,2,5,3,0.3,0.96,2.05,0,7.5,0.291,74.7,1,302.0,25,6,3.1,45.0,77.6,0,1.9,0.92,0,0.9,-1.0899999999999999,39.995,12.08,61.3,2.1824999999999997,0.0,Developing,5.713732805509369,False,False,True,False,False,False,True,False,False,False
Portugal,POR,UEFA,11,1687.2,6,1,3,0.694,1.76,1.04,5,15.7,0.479,83.8,3,514.0,49,12,6.5,57.8,87.5,0,7.0,0.69,0,2.1,0.72,59.019999999999996,10.489795918367347,72.65,7.5203,0.5,Strong,6.244166900663736,False,False,False,False,False,True,False,False,False,True
Argentina,ARG,CONMEBOL,2,1807.6,8,2,0,0.736,2.13,0.99,3,19.8,0.41,85.9,5,1179.0,42,19,9.2,63.6,91.7,0,4.1,0.7,1,2.4,1.14,69.625,28.071428571428573,77.65,8.118,0.3,Elite,7.07326971745971,False,False,False,True,False,False,False,True,False,False
Brazil,BRA,CONMEBOL,3,1843.6,8,0,2,0.738,2.05,0.85,5,14.8,0.527,87.3,5,873.0,50,17,9.7,55.6,86.2,0,4.1,0.58,1,2.6,1.1999999999999997,71.88499999999999,17.46,70.9,7.799600000000001,0.5,Elite,6.773080375655535,False,False,False,True,False,False,False,True,False,False
South Korea,KOR,AFC,21,1540.9,6,3,1,0.586,1.49,1.43,2,9.4,0.357,79.6,2,501.0,44,8,4.9,54.1,78.3,0,11.1,0.38,1,1.9,0.06000000000000005,50.87,11.386363636363637,66.2,3.3558,0.2,Mid,6.218600119691729,True,False,False,False,False,False,False,False,True,False
Honduras,HON,CONCACAF,29,1526.3,1,5,4,0.228,0.59,1.55,1,6.2,0.333,74.3,0,308.0,24,2,4.7,42.1,71.6,0,2.9,0.89,1,0.7,-0.9600000000000001,44.735,12.833333333333334,56.849999999999994,2.0646,0.1,Mid,5.733341276897746,False,False,True,False,False,False,False,False,True,False
Croatia,CRO,UEFA,10,1757.3,5,3,2,0.563,1.71,0.69,3,14.0,0.473,80.7,3,588.0,47,20,10.0,59.0,83.6,0,6.5,0.71,0,1.7,1.02,68.875,12.51063829787234,71.3,6.622,0.3,Elite,6.3784261836515865,False,False,False,False,False,True,False,True,False,False
Sweden,SWE,UEFA,30,1586.2,5,4,1,0.421,1.19,1.42,3,12.0,0.352,79.8,1,461.0,25,9,5.5,49.8,77.3,0,8.8,0.63,1,1.6,-0.22999999999999998,51.38999999999999,18.44,63.55,4.224,0.3,Mid,6.135564891081739,False,False,False,False,False,True,False,False,True,False
Iran,IRN,AFC,38,1463.1,1,4,5,0.365,1.28,2.07,2,10.5,0.301,72.5,0,311.0,17,3,5.4,46.4,74.9,0,12.1,0.34,1,0.8,-0.7899999999999998,47.925000000000004,18.294117647058822,60.650000000000006,3.1605,0.2,Developing,5.7430031878094825,True,False,False,False,False,False,True,False,False,False
Sweden,SWE,UEFA,29,1522.1,6,4,0,0.497,1.23,0.86,1,13.3,0.343,75.6,3,283.0,35,14,5.8,51.8,82.6,0,5.2,0.73,0,1.8,0.37,51.73,8.085714285714285,67.19999999999999,4.5619000000000005,0.1,Mid,5.648974238161206,False,False,False,False,False,True,False,False,True,False
Cameroon,CMR,CAF,46,1594.0,1,6,3,0.253,0.8,1.21,0,9.0,0.264,73.9,2,254.0,26,1,3.4,47.6,77.8,0,8.5,0.26,1,0.6,-0.4099999999999999,40.295,9.76923076923077,62.7,2.3760000000000003,0.0,Developing,5.541263545158426,False,True,False,False,False,False,True,False,False,False
Ivory Coast,CIV,CAF,49,1433.5,1,4,5,0.377,0.76,1.59,0,10.1,0.307,76.6,2,239.0,17,4,4.3,49.9,76.0,0,10.1,0.35,0,0.8,-0.8300000000000001,45.629999999999995,14.058823529411764,62.95,3.1007,0.0,Developing,5.480638923341991,False,True,False,False,False,False,True,False,False,False
Spain,ESP,UEFA,2,1836.4,7,2,1,0.749,2.23,0.97,7,19.7,0.488,85.4,5,934.0,51,9,9.7,59.3,91.7,0,5.1,0.7,1,2.2,1.26,71.33,18.313725490196077,75.5,9.6136,0.7,Elite,6.840546529288687,False,False,False,False,False,True,False,True,False,False
Brazil,BRA,CONMEBOL,8,1827.4,8,2,0,0.742,2.71,0.94,7,14.8,0.488,84.4,4,989.0,62,25,9.0,55.6,86.3,0,4.4,0.59,1,2.4,1.77,68.46,15.951612903225806,70.95,7.2224,0.7,Elite,6.897704943128636,False,False,False,True,False,False,False,True,False,False
England,ENG,UEFA,5,1925.1,6,2,2,0.839,2.66,0.44,3,14.9,0.518,83.4,3,1158.0,50,8,7.7,62.1,90.0,0,6.6,0.59,1,2.0,2.22,64.53,23.16,76.05,7.7182,0.3,Elite,7.055312843339752,False,False,False,False,False,True,False,True,False,False
England,ENG,UEFA,3,1854.2,9,2,0,0.772,1.95,0.9,3,16.5,0.515,89.7,3,898.0,60,11,7.9,66.9,85.6,0,7.9,0.61,1,2.4545454545454546,1.0499999999999998,66.765,14.966666666666667,76.25,8.4975,0.3,Elite,6.80128303447162,False,False,False,False,False,True,False,True,False,False
Austria,AUT,UEFA,35,1599.4,6,2,2,0.49,1.67,0.98,2,13.8,0.314,79.2,1,498.0,36,10,4.5,50.9,82.4,0,7.1,0.57,1,2.0,0.69,48.37,13.833333333333334,66.65,4.333200000000001,0.2,Mid,6.212606095751519,False,False,False,False,False,True,False,False,True,False
Senegal,SEN,CAF,30,1626.8,5,4,1,0.596,1.46,1.42,4,11.0,0.348,75.2,3,506.0,25,3,6.1,51.0,84.4,0,9.7,0.33,0,1.6,0.040000000000000036,53.63,20.24,67.7,3.828,0.4,Mid,6.2285110035911835,False,True,False,False,False,False,False,False,True,False
Germany,DEU,UEFA,12,1827.5,6,1,3,0.646,1.6,1.17,4,13.9,0.477,81.1,2,783.0,38,11,6.0,57.4,85.8,0,8.3,0.46,0,2.1,0.43000000000000016,55.84499999999999,20.605263157894736,71.6,6.6303,0.4,Strong,6.664409020350408,False,False,False,False,False,True,False,False,False,True
Ecuador,ECU,CONMEBOL,17,1503.4,3,3,4,0.512,1.25,0.86,2,11.1,0.335,75.2,1,489.0,27,8,5.3,51.5,78.3,0,7.0,0.66,0,1.3,0.39,49.99,18.11111111111111,64.9,3.7185,0.2,Strong,6.194405391104672,False,False,False,True,False,False,False,False,False,True
Tunisia,TUN,CAF,28,1442.5,3,5,2,0.314,1.14,1.59,1,7.1,0.229,75.2,1,271.0,17,10,5.8,47.9,72.1,0,8.3,0.29,0,1.1,-0.4500000000000002,49.760000000000005,15.941176470588236,60.0,1.6259,0.1,Mid,5.605802066295998,False,True,False,False,False,False,False,False,True,False
Spain,ESP,UEFA,4,1892.6,8,2,0,0.653,1.99,0.79,5,19.7,0.43,89.0,5,1195.0,64,14,10.0,65.2,93.7,0,7.5,0.72,0,2.4,1.2,72.68,18.671875,79.45,8.471,0.5,Elite,7.086737934510577,False,False,False,False,False,True,False,True,False,False
